id,price
21045,10000~1|10001~90000|10002~30|10009~300|10011~45|10027~0.3|10012~120
21046,10000~1|10001~132000|10002~40|10009~400|10011~60|10027~0.4|10012~160
21047,10000~1|10001~132000|10002~40|10009~400|10011~60|10027~0.4|10012~160
21048,10000~1|10001~132000|10002~40|10009~400|10011~60|10027~0.4|10012~160
21051,10000~1|10002~120|10009~1200|10011~180|10027~1.2|10012~480
21052,10000~1|10002~120|10009~1200|10011~180|10027~1.2|10012~480
21053,10000~1|10002~120|10009~1200|10011~180|10027~1.2|10012~480
21055,10000~1|10002~120|10009~1200|10011~180|10027~1.2|10012~480
21056,10000~1|10002~150|10009~1650|10011~247.5|10027~1.65|10012~660
21057,10000~1|10002~150|10009~1650|10011~247.5|10027~1.65|10012~660
21058,10000~1|10002~150|10009~1650|10011~247.5|10027~1.65|10012~660
21060,10000~1
23101,10000~1|10001~188100|10002~57|10009~627|10012~250.8
23102,10000~1|10001~379500|10002~115|10009~1265|10012~506
23103,10000~1|10001~953700|10002~289|10009~3179|10012~1271.6
23104,10000~1|10001~1910700|10002~579|10009~6369|10012~2547.6
23105,10000~1|10001~3633300|10002~1101|10009~12111|10012~4844.4
23106,10000~1|10001~6118200|10002~1854|10009~20394|10012~8157.6
23107,10000~1|10001~9372000|10002~2840|10009~31240|10012~12496
23108,10000~1|10001~13962300|10002~4231|10009~46541|10012~18616.4
23109,10000~1|10001~19892400|10002~6028|10009~66308|10012~26523.2
23110,10000~1|10001~27162300|10002~8231|10009~90541|10012~36216.4
23111,10000~1|10001~36725700|10002~11129|10009~122419|10012~48967.6
23112,10000~1|10001~48585900|10002~14723|10009~161953|10012~64781.2
23113,10000~1|10001~62742900|10002~19013|10009~209143|10012~83657.2
23114,10000~1|10001~80721300|10002~24461|10009~269071|10012~107628.4
23115,10000~1|10001~102531000|10002~31070|10009~341770|10012~136708
23116,10000~1|10001~128162100|10002~38837|10009~427207|10012~170882.8
23117,10000~1|10001~157621200|10002~47764|10009~525404|10012~210161.6
23118,10000~1|10001~190905000|10002~57850|10009~636350|10012~254540
23201,10000~1|10001~188100|10002~57|10009~627|10012~250.8
23202,10000~1|10001~379500|10002~115|10009~1265|10012~506
23203,10000~1|10001~953700|10002~289|10009~3179|10012~1271.6
23204,10000~1|10001~1910700|10002~579|10009~6369|10012~2547.6
23205,10000~1|10001~3633300|10002~1101|10009~12111|10012~4844.4
23206,10000~1|10001~6118200|10002~1854|10009~20394|10012~8157.6
23207,10000~1|10001~9372000|10002~2840|10009~31240|10012~12496
23208,10000~1|10001~13962300|10002~4231|10009~46541|10012~18616.4
23209,10000~1|10001~19892400|10002~6028|10009~66308|10012~26523.2
23210,10000~1|10001~27162300|10002~8231|10009~90541|10012~36216.4
23211,10000~1|10001~36725700|10002~11129|10009~122419|10012~48967.6
23212,10000~1|10001~48585900|10002~14723|10009~161953|10012~64781.2
23213,10000~1|10001~62742900|10002~19013|10009~209143|10012~83657.2
23214,10000~1|10001~80721300|10002~24461|10009~269071|10012~107628.4
23215,10000~1|10001~102531000|10002~31070|10009~341770|10012~136708
23216,10000~1|10001~128162100|10002~38837|10009~427207|10012~170882.8
23217,10000~1|10001~157621200|10002~47764|10009~525404|10012~210161.6
23218,10000~1|10001~190905000|10002~57850|10009~636350|10012~254540
23301,10000~1|10001~188100|10002~57|10009~627|10012~250.8
23302,10000~1|10001~379500|10002~115|10009~1265|10012~506
23303,10000~1|10001~953700|10002~289|10009~3179|10012~1271.6
23304,10000~1|10001~1910700|10002~579|10009~6369|10012~2547.6
23305,10000~1|10001~3633300|10002~1101|10009~12111|10012~4844.4
23306,10000~1|10001~6118200|10002~1854|10009~20394|10012~8157.6
23307,10000~1|10001~9372000|10002~2840|10009~31240|10012~12496
23308,10000~1|10001~13962300|10002~4231|10009~46541|10012~18616.4
23309,10000~1|10001~19892400|10002~6028|10009~66308|10012~26523.2
23310,10000~1|10001~27162300|10002~8231|10009~90541|10012~36216.4
23311,10000~1|10001~36725700|10002~11129|10009~122419|10012~48967.6
23312,10000~1|10001~48585900|10002~14723|10009~161953|10012~64781.2
23313,10000~1|10001~62742900|10002~19013|10009~209143|10012~83657.2
23314,10000~1|10001~80721300|10002~24461|10009~269071|10012~107628.4
23315,10000~1|10001~102531000|10002~31070|10009~341770|10012~136708
23316,10000~1|10001~128162100|10002~38837|10009~427207|10012~170882.8
23317,10000~1|10001~157621200|10002~47764|10009~525404|10012~210161.6
23318,10000~1|10001~190905000|10002~57850|10009~636350|10012~254540
23401,10000~1|10001~188100|10002~57|10009~627|10012~250.8
23402,10000~1|10001~379500|10002~115|10009~1265|10012~506
23403,10000~1|10001~953700|10002~289|10009~3179|10012~1271.6
23404,10000~1|10001~1910700|10002~579|10009~6369|10012~2547.6
23405,10000~1|10001~3633300|10002~1101|10009~12111|10012~4844.4
23406,10000~1|10001~6118200|10002~1854|10009~20394|10012~8157.6
23407,10000~1|10001~9372000|10002~2840|10009~31240|10012~12496
23408,10000~1|10001~13962300|10002~4231|10009~46541|10012~18616.4
23409,10000~1|10001~19892400|10002~6028|10009~66308|10012~26523.2
23410,10000~1|10001~27162300|10002~8231|10009~90541|10012~36216.4
23411,10000~1|10001~36725700|10002~11129|10009~122419|10012~48967.6
23412,10000~1|10001~48585900|10002~14723|10009~161953|10012~64781.2
23413,10000~1|10001~62742900|10002~19013|10009~209143|10012~83657.2
23414,10000~1|10001~80721300|10002~24461|10009~269071|10012~107628.4
23415,10000~1|10001~102531000|10002~31070|10009~341770|10012~136708
23416,10000~1|10001~128162100|10002~38837|10009~427207|10012~170882.8
23417,10000~1|10001~157621200|10002~47764|10009~525404|10012~210161.6
23418,10000~1|10001~190905000|10002~57850|10009~636350|10012~254540
22001,10000~1|10002~2|10009~20|10013~1|10011~3|10027~0.02|10012~8|10028~24
22004,10000~1|10002~5|10009~50|10013~4|10011~7.5|10027~0.05|10012~20|10028~60
22005,10000~1|10002~5|10009~50|10013~4|10011~7.5|10027~0.05|10012~20|10028~60
22009,10000~1|10002~10|10009~100|10013~8|10011~15|10027~0.1|10012~40|10028~120
22010,10000~1|10002~10|10009~100|10013~8|10011~15|10027~0.1|10012~40|10028~120
22011,10000~1|10002~10|10009~100|10013~8|10011~15|10027~0.1|10012~40|10028~120
22014,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22015,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22016,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22018,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22019,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22020,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22021,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22022,10000~1|10002~120|10009~1333.38|10013~100|10011~200.01|10027~1.33|10012~533.35|10028~1600.056
22023,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22024,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22025,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22235,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22236,10000~1|10002~120|10009~1333.38|10013~100|10011~200.01|10027~1.33|10012~533.35|10028~1600.056
22237,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22238,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22042,10000~1|10002~2|10009~20|10013~1|10011~3|10027~0.02|10012~8|10028~24
22043,10000~1|10002~5|10009~50|10013~4|10011~7.5|10027~0.05|10012~20|10028~60
22046,10000~1|10002~5|10009~50|10013~4|10011~7.5|10027~0.05|10012~20|10028~60
22047,10000~1|10002~10|10009~100|10013~8|10011~15|10027~0.1|10012~40|10028~120
22048,10000~1|10002~10|10009~100|10013~8|10011~15|10027~0.1|10012~40|10028~120
22051,10000~1|10002~10|10009~100|10013~8|10011~15|10027~0.1|10012~40|10028~120
22052,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22053,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22054,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22056,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22058,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22059,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22060,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22061,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22062,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22063,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22064,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22256,10000~1|10002~120|10009~1333.38|10013~100|10011~200.01|10027~1.33|10012~533.35|10028~1600.056
22257,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22260,10000~1|10002~120|10009~1333.38|10013~100|10011~200.01|10027~1.33|10012~533.35|10028~1600.056
22119,10000~1|10002~2|10009~20|10013~1|10011~3|10027~0.02|10012~8|10028~24
22123,10000~1|10002~5|10009~50|10013~4|10011~7.5|10027~0.05|10012~20|10028~60
22124,10000~1|10002~5|10009~50|10013~4|10011~7.5|10027~0.05|10012~20|10028~60
22125,10000~1|10002~10|10009~100|10013~8|10011~15|10027~0.1|10012~40|10028~120
22126,10000~1|10002~10|10009~100|10013~8|10011~15|10027~0.1|10012~40|10028~120
22129,10000~1|10002~10|10009~100|10013~8|10011~15|10027~0.1|10012~40|10028~120
22130,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22131,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22133,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22134,10000~1|10002~30|10009~300|10013~25|10011~45|10027~0.3|10012~120|10028~360
22136,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22137,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22138,10000~1|10002~120|10009~1333.38|10013~100|10011~200.01|10027~1.33|10012~533.35|10028~1600.056
22139,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22140,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22141,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22142,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22298,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22300,10000~1|10002~120|10009~1333.38|10013~100|10011~200.01|10027~1.33|10012~533.35|10028~1600.056
22301,10000~1|10002~120|10009~1200|10013~100|10011~180|10027~1.2|10012~480|10028~1440
22164,10000~1|10002~15|10009~150|10013~12|10011~22.5|10027~0.15|10012~60|10028~180
22167,10000~1|10002~15|10009~150|10013~12|10011~22.5|10027~0.15|10012~60|10028~180
22169,10000~1|10002~40|10009~400|10013~33|10011~60|10027~0.4|10012~160|10028~480
22170,10000~1|10002~40|10009~400|10013~33|10011~60|10027~0.4|10012~160|10028~480
22171,10000~1|10002~40|10009~400|10013~33|10011~60|10027~0.4|10012~160|10028~480
22175,10000~1|10002~150|10009~1666.73|10013~126|10011~250.01|10027~1.67|10012~666.69|10028~2000.07
22176,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22177,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22178,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22179,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22180,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22181,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22319,10000~1|10002~150|10009~1666.73|10013~126|10011~250.01|10027~1.67|10012~666.69|10028~2000.07
22320,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22321,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22322,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22323,10000~1|10002~150|10009~1666.73|10013~126|10011~250.01|10027~1.67|10012~666.69|10028~2000.07
22324,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22325,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22445,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22448,10000~1|10002~150|10009~1666.73|10013~126|10011~250.01|10027~1.67|10012~666.69|10028~2000.07
22206,10000~1|10002~15|10009~150|10013~12|10011~22.5|10027~0.15|10012~60|10028~180
22207,10000~1|10002~15|10009~150|10013~12|10011~22.5|10027~0.15|10012~60|10028~180
22208,10000~1|10002~40|10009~400|10013~33|10011~60|10027~0.4|10012~160|10028~480
22209,10000~1|10002~40|10009~400|10013~33|10011~60|10027~0.4|10012~160|10028~480
22213,10000~1|10002~40|10009~400|10013~33|10011~60|10027~0.4|10012~160|10028~480
22214,10000~1|10002~150|10009~1666.73|10013~126|10011~250.01|10027~1.67|10012~666.69|10028~2000.07
22215,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22216,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22217,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22218,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22219,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22220,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22340,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22341,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22342,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22343,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22344,10000~1|10002~150|10009~1666.73|10013~126|10011~250.01|10027~1.67|10012~666.69|10028~2000.07
22345,10000~1|10002~150|10009~1666.73|10013~126|10011~250.01|10027~1.67|10012~666.69|10028~2000.07
22346,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22468,10000~1|10002~150|10009~1666.73|10013~126|10011~250.01|10027~1.67|10012~666.69|10028~2000.07
22470,10000~1|10002~150|10009~1500|10013~126|10011~225|10027~1.5|10012~600|10028~1800
22501,10000~1
22502,10000~1
22503,10000~1
22504,10000~1
22505,10000~1
22506,10000~1
22507,10000~1
22508,10000~1
22509,10000~1
22510,10000~1
22511,10000~1
22512,10000~1
22513,10000~1
22514,10000~1
22515,10000~1
22516,10000~1
22517,10000~1
22518,10000~1
22913,10000~1|10002~10
22914,10000~1|10002~30
22915,10000~1|10002~120
22923,10000~1|10002~10
22924,10000~1|10002~30
22925,10000~1|10002~120
22943,10000~1|10002~10
22944,10000~1|10002~30
22945,10000~1|10002~120
22953,10000~1|10002~15
22954,10000~1|10002~40
22955,10000~1|10002~150
22963,10000~1|10002~15
22964,10000~1|10002~40
22965,10000~1|10002~150
24001,10000~1
24011,10000~1
24021,10000~1
24031,10000~1
24041,10000~1
24051,10000~1
24061,10000~1
24071,10000~1
24081,10000~1
24091,10000~1
24101,10000~1
24111,10000~1
24121,10000~1
24131,10000~1
24141,10000~1
24151,10000~1
24161,10000~1
24171,10000~1
24181,10000~1
24191,10000~1
24201,10000~1
24211,10000~1
24221,10000~1
24231,10000~1
24241,10000~1
24251,10000~1
24261,10000~1
24271,10000~1
24281,10000~1
24291,10000~1
24301,10000~1
24311,10000~1
24321,10000~1
24331,10000~1
24341,10000~1
24351,10000~1
24361,10000~1
24371,10000~1
24381,10000~1
24391,10000~1
24401,10000~1
24411,10000~1
24421,10000~1
24431,10000~1
24441,10000~1
24451,10000~1
24461,10000~1
24471,10000~1
24481,10000~1
24491,10000~1
24501,10000~1
24511,10000~1
24521,10000~1
24531,10000~1
24541,10000~1
24551,10000~1
24561,10000~1
24571,10000~1
24581,10000~1
24591,10000~1
24601,10000~1
24611,10000~1
24621,10000~1
24631,10000~1
24641,10000~1
30001,10000~1
30004,10000~1
30005,10000~1
30009,10000~1
30010,10000~1
30011,10000~1
30014,10000~1
30015,10000~1
30016,10000~1
30018,10000~1
30019,10000~1
30020,10000~1
30021,10000~1
30022,10000~1
30023,10000~1
30024,10000~1
30025,10000~1
30235,10000~1
30236,10000~1
30237,10000~1
30238,10000~1
30042,10000~1
30043,10000~1
30046,10000~1
30047,10000~1
30048,10000~1
30051,10000~1
30052,10000~1
30053,10000~1
30054,10000~1
30056,10000~1
30058,10000~1
30059,10000~1
30060,10000~1
30061,10000~1
30062,10000~1
30063,10000~1
30064,10000~1
30256,10000~1
30257,10000~1
30260,10000~1
30119,10000~1
30123,10000~1
30124,10000~1
30125,10000~1
30126,10000~1
30129,10000~1
30130,10000~1
30131,10000~1
30133,10000~1
30134,10000~1
30136,10000~1
30137,10000~1
30138,10000~1
30139,10000~1
30140,10000~1
30141,10000~1
30142,10000~1
30298,10000~1
30300,10000~1
30301,10000~1
30164,10000~1
30167,10000~1
30169,10000~1
30170,10000~1
30171,10000~1
30175,10000~1
30176,10000~1
30177,10000~1
30178,10000~1
30179,10000~1
30180,10000~1
30181,10000~1
30319,10000~1
30320,10000~1
30321,10000~1
30322,10000~1
30323,10000~1
30324,10000~1
30325,10000~1
30445,10000~1
30448,10000~1
30206,10000~1
30207,10000~1
30208,10000~1
30209,10000~1
30213,10000~1
30214,10000~1
30215,10000~1
30216,10000~1
30217,10000~1
30218,10000~1
30219,10000~1
30220,10000~1
30340,10000~1
30341,10000~1
30342,10000~1
30343,10000~1
30344,10000~1
30345,10000~1
30346,10000~1
30468,10000~1
30470,10000~1
30501,10000~1
30502,10000~1
30503,10000~1
30504,10000~1
30505,10000~1
30506,10000~1
30507,10000~1
30508,10000~1
30509,10000~1
30510,10000~1
30511,10000~1
30512,10000~1
30513,10000~1
30514,10000~1
30515,10000~1
30516,10000~1
30517,10000~1
30518,10000~1
30913,10000~1
30914,10000~1
30915,10000~1
30923,10000~1
30924,10000~1
30925,10000~1
30943,10000~1
30944,10000~1
30945,10000~1
30953,10000~1
30954,10000~1
30955,10000~1
30963,10000~1
30964,10000~1
30965,10000~1
40101,10000~1|10002~732|10027~8.784|10028~9223.2
40102,10000~1|10002~732|10027~8.784|10028~9223.2
40103,10000~1|10002~732|10027~8.784|10028~9223.2
40104,10000~1|10002~732|10027~8.784|10028~9223.2
40105,10000~1|10002~732|10027~8.784|10028~9223.2
40106,10000~1|10002~732|10027~8.784|10028~9223.2
40107,10000~1|10002~732|10027~8.784|10028~9223.2
40201,10000~1|10002~1587|10027~19.044|10028~19996.2
40202,10000~1|10002~1587|10027~19.044|10028~19996.2
40203,10000~1|10002~1587|10027~19.044|10028~19996.2
40204,10000~1|10002~1587|10027~19.044|10028~19996.2
40205,10000~1|10002~1587|10027~19.044|10028~19996.2
40206,10000~1|10002~1587|10027~19.044|10028~19996.2
40207,10000~1|10002~1587|10027~19.044|10028~19996.2
40301,10000~1|10002~3582|10027~42.984|10028~45133.2
40302,10000~1|10002~3582|10027~42.984|10028~45133.2
40303,10000~1|10002~3582|10027~42.984|10028~45133.2
40304,10000~1|10002~3582|10027~42.984|10028~45133.2
40305,10000~1|10002~3582|10027~42.984|10028~45133.2
40306,10000~1|10002~3582|10027~42.984|10028~45133.2
40307,10000~1|10002~3582|10027~42.984|10028~45133.2
40401,10000~1|10002~11399|10027~136.788|10028~143627.4
40402,10000~1|10002~11399|10027~136.788|10028~143627.4
40403,10000~1|10002~11399|10027~136.788|10028~143627.4
40404,10000~1|10002~11399|10027~136.788|10028~143627.4
40405,10000~1|10002~11399|10027~136.788|10028~143627.4
40406,10000~1|10002~11399|10027~136.788|10028~143627.4
40407,10000~1|10002~11399|10027~136.788|10028~143627.4
40501,10000~1|10002~25403|10027~304.836|10028~335319.6
40502,10000~1|10002~25403|10027~304.836|10028~335319.6
40503,10000~1|10002~25403|10027~304.836|10028~335319.6
40504,10000~1|10002~25403|10027~304.836|10028~335319.6
40505,10000~1|10002~25403|10027~304.836|10028~335319.6
40506,10000~1|10002~25403|10027~304.836|10028~335319.6
40507,10000~1|10002~25403|10027~304.836|10028~335319.6
40508,10000~1|10002~25403|10027~304.836|10028~335319.6
40509,10000~1|10002~25403|10027~304.836|10028~335319.6
40601,10000~1|10002~48202|10027~578.424|10028~694108.8
40602,10000~1|10002~48202|10027~578.424|10028~694108.8
40603,10000~1|10002~48202|10027~578.424|10028~694108.8
40604,10000~1|10002~48202|10027~578.424|10028~694108.8
40605,10000~1|10002~48202|10027~578.424|10028~694108.8
40606,10000~1|10002~48202|10027~578.424|10028~694108.8
40607,10000~1|10002~48202|10027~578.424|10028~694108.8
40608,10000~1|10002~48202|10027~578.424|10028~694108.8
40609,10000~1|10002~48202|10027~578.424|10028~694108.8
40610,10000~1|10002~48202|10027~578.424|10028~751951.2
40611,10000~1|10002~48202|10027~578.424|10028~751951.2
40612,10000~1|10002~48202|10027~578.424|10028~751951.2
40613,10000~1|10002~48202|10027~578.424|10028~751951.2
40614,10000~1|10002~48202|10027~578.424|10028~751951.2
40615,10000~1|10002~48202|10027~578.424|10028~751951.2
40616,10000~1|10002~48202|10027~578.424|10028~751951.2
40617,10000~1|10002~48202|10027~578.424|10028~751951.2
40618,10000~1|10002~48202|10027~578.424|10028~751951.2
40619,10000~1|10002~48202|10027~578.424|10028~751951.2
40620,10000~1|10002~48202|10027~578.424|10028~751951.2
40621,10000~1|10002~48202|10027~578.424|10028~751951.2
40701,10000~1|10002~48202|10027~578.424|10028~751951.2
40702,10000~1|10002~48202|10027~578.424|10028~751951.2
40703,10000~1|10002~48202|10027~578.424|10028~751951.2
40704,10000~1|10002~48202|10027~578.424|10028~751951.2
40705,10000~1|10002~48202|10027~578.424|10028~751951.2
40706,10000~1|10002~48202|10027~578.424|10028~751951.2
40707,10000~1
40708,10000~1
40709,10000~1
40710,10000~1
40711,10000~1
40712,10000~1
40713,10000~1
40714,10000~1
40715,10000~1
40716,10000~1
40717,10000~1
40718,10000~1
40719,10000~1
40720,10000~1
40721,10000~1
40722,10000~1
49002,10000~1|10002~214|10027~2.568|10028~2953.2
49003,10000~1|10002~716|10027~8.592|10028~9880.8
49004,10000~1|10002~2149|10027~25.788|10028~29656.2
49005,10000~1|10002~5015|10027~60.18|10028~69207
