id,txt_Name,txt_Des,group,index,attainTab,reward,sourceId,hide
1065,主线通关,主线通过关卡第960关,1,65,1028~960,10002~300,30,
1066,主线通关,主线通过关卡第980关,1,66,1028~980,10002~300,30,
1067,主线通关,主线通过关卡第1000关,1,67,1028~1000,10002~300,30,
4001,英雄升级,拥有1个20级英雄,2,1,10620~1,10001~10000,20,
4002,英雄升级,拥有2个20级英雄,2,2,10620~2,10001~10000,20,
4003,英雄升级,拥有3个20级英雄,2,3,10620~3,10001~10000,20,
4004,英雄升级,拥有4个20级英雄,2,4,10620~4,10001~10000,20,
4005,英雄升级,拥有5个20级英雄,2,5,10620~5,10001~10000,20,
4006,英雄升级,拥有6个20级英雄,2,6,10620~6,10001~10000,20,
4007,英雄升级,拥有1个30级英雄,2,7,1061~1,10001~15000,20,
4008,英雄升级,拥有2个30级英雄,2,8,1061~2,10001~15000,20,
4009,英雄升级,拥有3个30级英雄,2,9,1061~3,10001~15000,20,
4010,英雄升级,拥有4个30级英雄,2,10,1061~4,10001~15000,20,
4011,英雄升级,拥有5个30级英雄,2,11,1061~5,10001~15000,20,
4012,英雄升级,拥有6个30级英雄,2,12,1061~6,10001~15000,20,
4013,英雄升级,拥有1个40级英雄,2,13,10640~1,10001~20000,20,
4014,英雄升级,拥有2个40级英雄,2,14,10640~2,10001~20000,20,
4015,英雄升级,拥有3个40级英雄,2,15,10640~3,10001~20000,20,
4016,英雄升级,拥有4个40级英雄,2,16,10640~4,10001~20000,20,
4017,英雄升级,拥有5个40级英雄,2,17,10640~5,10001~20000,20,
4018,英雄升级,拥有6个40级英雄,2,18,10640~6,10001~20000,20,
4019,英雄升级,拥有1个50级英雄,2,19,10650~1,10001~20000,20,
4020,英雄升级,拥有2个50级英雄,2,20,10650~2,10001~20000,20,
4021,英雄升级,拥有3个50级英雄,2,21,10650~3,10001~20000,20,
4022,英雄升级,拥有4个50级英雄,2,22,10650~4,10001~20000,20,
4023,英雄升级,拥有5个50级英雄,2,23,10650~5,10001~20000,20,
4024,英雄升级,拥有6个50级英雄,2,24,10650~6,10001~20000,20,
4025,英雄升级,拥有1个60级英雄,2,25,1062~1,10001~20000,20,
4026,英雄升级,拥有2个60级英雄,2,26,1062~2,10001~20000,20,
4027,英雄升级,拥有3个60级英雄,2,27,1062~3,10001~20000,20,
4028,英雄升级,拥有4个60级英雄,2,28,1062~4,10001~20000,20,
4029,英雄升级,拥有5个60级英雄,2,29,1062~5,10001~20000,20,
4030,英雄升级,拥有6个60级英雄,2,30,1062~6,10001~20000,20,
4031,英雄升级,拥有1个70级英雄,2,31,1063~1,10001~20000,20,
4032,英雄升级,拥有2个70级英雄,2,32,1063~2,10001~20000,20,
4033,英雄升级,拥有3个70级英雄,2,33,1063~3,10001~20000,20,
4034,英雄升级,拥有4个70级英雄,2,34,1063~4,10001~20000,20,
4035,英雄升级,拥有5个70级英雄,2,35,1063~5,10001~20000,20,
4036,英雄升级,拥有6个70级英雄,2,36,1063~6,10001~20000,20,
4037,英雄升级,拥有1个80级英雄,2,37,1064~1,10001~20000,20,
4038,英雄升级,拥有2个80级英雄,2,38,1064~2,10001~20000,20,
4039,英雄升级,拥有3个80级英雄,2,39,1064~3,10001~20000,20,
4040,英雄升级,拥有4个80级英雄,2,40,1064~4,10001~20000,20,
4041,英雄升级,拥有5个80级英雄,2,41,1064~5,10001~20000,20,
4042,英雄升级,拥有6个80级英雄,2,42,1064~6,10001~20000,20,
4043,英雄升级,拥有1个90级英雄,2,43,1065~1,10001~20000,20,
4044,英雄升级,拥有2个90级英雄,2,44,1065~2,10001~20000,20,
4045,英雄升级,拥有3个90级英雄,2,45,1065~3,10001~20000,20,
4046,英雄升级,拥有4个90级英雄,2,46,1065~4,10001~20000,20,
4047,英雄升级,拥有5个90级英雄,2,47,1065~5,10001~20000,20,
4048,英雄升级,拥有6个90级英雄,2,48,1065~6,10001~20000,20,
4049,英雄升级,拥有1个100级英雄,2,49,106100~1,10001~20000,20,
4050,英雄升级,拥有2个100级英雄,2,50,106100~2,10001~20000,20,
4051,英雄升级,拥有3个100级英雄,2,51,106100~3,10001~20000,20,
4052,英雄升级,拥有4个100级英雄,2,52,106100~4,10001~20000,20,
4053,英雄升级,拥有5个100级英雄,2,53,106100~5,10001~20000,20,
4054,英雄升级,拥有6个100级英雄,2,54,106100~6,10001~20000,20,
4055,英雄升级,拥有1个120级英雄,2,55,106120~1,10001~20000,20,
4056,英雄升级,拥有2个120级英雄,2,56,106120~2,10001~20000,20,
4057,英雄升级,拥有3个120级英雄,2,57,106120~3,10001~20000,20,
4058,英雄升级,拥有4个120级英雄,2,58,106120~4,10001~20000,20,
4059,英雄升级,拥有5个120级英雄,2,59,106120~5,10001~20000,20,
4060,英雄升级,拥有6个120级英雄,2,60,106120~6,10001~20000,20,
4061,英雄升级,拥有1个140级英雄,2,61,106140~1,10001~20000,20,
4062,英雄升级,拥有2个140级英雄,2,62,106140~2,10001~20000,20,
4063,英雄升级,拥有3个140级英雄,2,63,106140~3,10001~20000,20,
4064,英雄升级,拥有4个140级英雄,2,64,106140~4,10001~20000,20,
4065,英雄升级,拥有5个140级英雄,2,65,106140~5,10001~20000,20,
4066,英雄升级,拥有6个140级英雄,2,66,106140~6,10001~20000,20,
4067,英雄升级,拥有1个160级英雄,2,67,106160~1,10001~20000,20,
4068,英雄升级,拥有2个160级英雄,2,68,106160~2,10001~20000,20,
4069,英雄升级,拥有3个160级英雄,2,69,106160~3,10001~20000,20,
4070,英雄升级,拥有4个160级英雄,2,70,106160~4,10001~20000,20,
4071,英雄升级,拥有5个160级英雄,2,71,106160~5,10001~20000,20,
4072,英雄升级,拥有6个160级英雄,2,72,106160~6,10001~20000,20,
4073,英雄升级,拥有1个180级英雄,2,73,106180~1,10001~20000,20,
4074,英雄升级,拥有2个180级英雄,2,74,106180~2,10001~20000,20,
4075,英雄升级,拥有3个180级英雄,2,75,106180~3,10001~20000,20,
4076,英雄升级,拥有4个180级英雄,2,76,106180~4,10001~20000,20,
4077,英雄升级,拥有5个180级英雄,2,77,106180~5,10001~20000,20,
4078,英雄升级,拥有6个180级英雄,2,78,106180~6,10001~20000,20,
8001,裂隙怪物,击败任意裂隙怪物1次,3,1,2120~1,20042~1,1090,
8002,裂隙怪物,击败任意裂隙怪物2次,3,2,2120~2,20042~1,1090,
8003,裂隙怪物,击败任意裂隙怪物5次,3,3,2120~5,20042~1,1090,
8004,裂隙怪物,击败任意裂隙怪物10次,3,4,2120~10,20042~1,1090,
8005,裂隙怪物,击败任意裂隙怪物15次,3,5,2120~15,20042~1,1090,
8006,裂隙怪物,击败任意裂隙怪物20次,3,6,2120~20,20042~1,1090,
8007,裂隙怪物,击败任意裂隙怪物25次,3,7,2120~25,20042~1,1090,
8008,裂隙怪物,击败任意裂隙怪物30次,3,8,2120~30,20042~1,1090,
8009,裂隙怪物,击败任意裂隙怪物35次,3,9,2120~35,20042~1,1090,
8010,裂隙怪物,击败任意裂隙怪物40次,3,10,2120~40,20042~1,1090,
8011,裂隙怪物,击败任意裂隙怪物45次,3,11,2120~45,20042~1,1090,
8012,裂隙怪物,击败任意裂隙怪物50次,3,12,2120~50,20042~1,1090,
8013,裂隙怪物,击败任意裂隙怪物60次,3,13,2120~60,20042~1,1090,
8014,裂隙怪物,击败任意裂隙怪物70次,3,14,2120~70,20042~1,1090,
8015,裂隙怪物,击败任意裂隙怪物80次,3,15,2120~80,20042~1,1090,
8016,裂隙怪物,击败任意裂隙怪物90次,3,16,2120~90,20042~1,1090,
8017,裂隙怪物,击败任意裂隙怪物100次,3,17,2120~100,20043~1,1090,
8018,裂隙怪物,击败任意裂隙怪物110次,3,18,2120~110,20043~1,1090,
8019,裂隙怪物,击败任意裂隙怪物120次,3,19,2120~120,20043~1,1090,
8020,裂隙怪物,击败任意裂隙怪物130次,3,20,2120~130,20043~1,1090,
8021,裂隙怪物,击败任意裂隙怪物140次,3,21,2120~140,20043~1,1090,
8022,裂隙怪物,击败任意裂隙怪物150次,3,22,2120~150,20043~1,1090,
8023,裂隙怪物,击败任意裂隙怪物160次,3,23,2120~160,20043~1,1090,
8024,裂隙怪物,击败任意裂隙怪物170次,3,24,2120~170,20043~1,1090,
8025,裂隙怪物,击败任意裂隙怪物180次,3,25,2120~180,20043~1,1090,
8026,裂隙怪物,击败任意裂隙怪物190次,3,26,2120~190,20043~1,1090,
8027,裂隙怪物,击败任意裂隙怪物200次,3,27,2120~200,20043~1,1090,
8028,裂隙怪物,击败任意裂隙怪物220次,3,28,2120~220,20043~1,1090,
8029,裂隙怪物,击败任意裂隙怪物240次,3,29,2120~240,20043~1,1090,
8030,裂隙怪物,击败任意裂隙怪物260次,3,30,2120~260,20043~1,1090,
8031,裂隙怪物,击败任意裂隙怪物280次,3,31,2120~280,20043~1,1090,
8032,裂隙怪物,击败任意裂隙怪物300次,3,32,2120~300,20043~1,1090,
8033,裂隙怪物,击败任意裂隙怪物320次,3,33,2120~320,20043~1,1090,
8034,裂隙怪物,击败任意裂隙怪物340次,3,34,2120~340,20043~1,1090,
8035,裂隙怪物,击败任意裂隙怪物360次,3,35,2120~360,20043~1,1090,
8036,裂隙怪物,击败任意裂隙怪物380次,3,36,2120~380,20043~1,1090,
8037,裂隙怪物,击败任意裂隙怪物400次,3,37,2120~400,20043~1,1090,
8038,裂隙怪物,击败任意裂隙怪物420次,3,38,2120~420,20043~1,1090,
8039,裂隙怪物,击败任意裂隙怪物440次,3,39,2120~440,20043~1,1090,
8040,裂隙怪物,击败任意裂隙怪物460次,3,40,2120~460,20043~1,1090,
8041,裂隙怪物,击败任意裂隙怪物480次,3,41,2120~480,20043~1,1090,
8042,裂隙怪物,击败任意裂隙怪物500次,3,42,2120~500,20043~1,1090,
8043,裂隙怪物,击败任意裂隙怪物550次,3,43,2120~550,20044~1,1090,
8044,裂隙怪物,击败任意裂隙怪物600次,3,44,2120~600,20044~1,1090,
8045,裂隙怪物,击败任意裂隙怪物650次,3,45,2120~650,20044~1,1090,
8046,裂隙怪物,击败任意裂隙怪物700次,3,46,2120~700,20044~1,1090,
8047,裂隙怪物,击败任意裂隙怪物750次,3,47,2120~750,20044~1,1090,
8048,裂隙怪物,击败任意裂隙怪物800次,3,48,2120~800,20044~1,1090,
8049,裂隙怪物,击败任意裂隙怪物850次,3,49,2120~850,20044~1,1090,
8050,裂隙怪物,击败任意裂隙怪物900次,3,50,2120~900,20044~1,1090,
8051,裂隙怪物,击败任意裂隙怪物950次,3,51,2120~950,20044~1,1090,
8052,裂隙怪物,击败任意裂隙怪物1000次,3,52,2120~1000,20044~1,1090,
5001,装备合成,装备合成5次,4,1,1040~5,10001~10000,1015,
5002,装备合成,装备合成10次,4,2,1040~10,10001~10000,1015,
5003,装备合成,装备合成20次,4,3,1040~20,10001~10000,1015,
5004,装备合成,装备合成30次,4,4,1040~30,10001~15000,1015,
5005,装备合成,装备合成40次,4,5,1040~40,10001~15000,1015,
5006,装备合成,装备合成50次,4,6,1040~50,10001~15000,1015,
5007,装备合成,装备合成60次,4,7,1040~60,10001~20000,1015,
5008,装备合成,装备合成70次,4,8,1040~70,10001~20000,1015,
5009,装备合成,装备合成80次,4,9,1040~80,10001~20000,1015,
5010,装备合成,装备合成90次,4,10,1040~90,10001~20000,1015,
5011,装备合成,装备合成100次,4,11,1040~100,10001~20000,1015,
5012,装备合成,装备合成120次,4,12,1040~120,10010~50,1015,
5013,装备合成,装备合成140次,4,13,1040~140,10010~50,1015,
5014,装备合成,装备合成160次,4,14,1040~160,10010~50,1015,
5015,装备合成,装备合成180次,4,15,1040~180,10010~50,1015,
5016,装备合成,装备合成200次,4,16,1040~200,10010~50,1015,
5017,装备合成,装备合成225次,4,17,1040~225,10010~100,1015,
5018,装备合成,装备合成250次,4,18,1040~250,10010~100,1015,
5019,装备合成,装备合成275次,4,19,1040~275,10010~100,1015,
5020,装备合成,装备合成300次,4,20,1040~300,10010~100,1015,
5021,装备合成,装备合成325次,4,21,1040~325,10010~100,1015,
5022,装备合成,装备合成350次,4,22,1040~350,10010~100,1015,
5023,装备合成,装备合成375次,4,23,1040~375,10010~100,1015,
5024,装备合成,装备合成400次,4,24,1040~400,10010~100,1015,
5025,装备合成,装备合成425次,4,25,1040~425,10010~100,1015,
5026,装备合成,装备合成450次,4,26,1040~450,10010~100,1015,
5027,装备合成,装备合成475次,4,27,1040~475,10010~100,1015,
5028,装备合成,装备合成500次,4,28,1040~500,10010~100,1015,
2001,高级召唤,进行高级召唤10次,5,1,1030~10,21051~5,1000,
2002,高级召唤,进行高级召唤20次,5,2,1030~20,21051~10,1000,
2003,高级召唤,进行高级召唤30次,5,3,1030~30,21051~10,1000,
2004,高级召唤,进行高级召唤40次,5,4,1030~40,21051~15,1000,
2005,高级召唤,进行高级召唤50次,5,5,1030~50,21051~15,1000,
2006,高级召唤,进行高级召唤60次,5,6,1030~60,20003~1,1000,
2007,高级召唤,进行高级召唤70次,5,7,1030~70,20003~1,1000,
2008,高级召唤,进行高级召唤80次,5,8,1030~80,20003~1,1000,
2009,高级召唤,进行高级召唤90次,5,9,1030~90,20003~1,1000,
2010,高级召唤,进行高级召唤100次,5,10,1030~100,20003~1,1000,
2011,高级召唤,进行高级召唤120次,5,11,1030~120,20003~1,1000,
2012,高级召唤,进行高级召唤140次,5,12,1030~140,20003~1,1000,
2013,高级召唤,进行高级召唤160次,5,13,1030~160,20003~1,1000,
2014,高级召唤,进行高级召唤180次,5,14,1030~180,20003~1,1000,
2015,高级召唤,进行高级召唤200次,5,15,1030~200,20003~1,1000,
2016,高级召唤,进行高级召唤225次,5,16,1030~225,20003~1,1000,
2017,高级召唤,进行高级召唤250次,5,17,1030~250,20003~1,1000,
2018,高级召唤,进行高级召唤275次,5,18,1030~275,20003~1,1000,
2019,高级召唤,进行高级召唤300次,5,19,1030~300,20003~1,1000,
6001,珍宝交易,珍宝商店交易1次,6,1,1037~1,10002~1,,1
6002,珍宝交易,珍宝商店交易2次,6,2,1037~2,10002~1,,1
6003,珍宝交易,珍宝商店交易3次,6,3,1037~3,10002~1,,1
6004,珍宝交易,珍宝商店交易5次,6,4,1037~5,10002~1,,1
6005,珍宝交易,珍宝商店交易10次,6,5,1037~10,10002~1,,1
6006,珍宝交易,珍宝商店交易15次,6,6,1037~15,10002~1,,1
6007,珍宝交易,珍宝商店交易20次,6,7,1037~20,10002~1,,1
6008,珍宝交易,珍宝商店交易25次,6,8,1037~25,10002~1,,1
6009,珍宝交易,珍宝商店交易30次,6,9,1037~30,10002~1,,1
6010,珍宝交易,珍宝商店交易35次,6,10,1037~35,10002~1,,1
6011,珍宝交易,珍宝商店交易40次,6,11,1037~40,10002~1,,1
6012,珍宝交易,珍宝商店交易45次,6,12,1037~45,10002~1,,1
6013,珍宝交易,珍宝商店交易50次,6,13,1037~50,10002~1,,1
6014,珍宝交易,珍宝商店交易60次,6,14,1037~60,10002~1,,1
6015,珍宝交易,珍宝商店交易70次,6,15,1037~70,10002~1,,1
6016,珍宝交易,珍宝商店交易80次,6,16,1037~80,10002~1,,1
6017,珍宝交易,珍宝商店交易90次,6,17,1037~90,10002~1,,1
6018,珍宝交易,珍宝商店交易100次,6,18,1037~100,10002~1,,1
6019,珍宝交易,珍宝商店交易110次,6,19,1037~110,10002~1,,1
6020,珍宝交易,珍宝商店交易120次,6,20,1037~120,10002~1,,1
6021,珍宝交易,珍宝商店交易130次,6,21,1037~130,10002~1,,1
6022,珍宝交易,珍宝商店交易140次,6,22,1037~140,10002~1,,1
6023,珍宝交易,珍宝商店交易150次,6,23,1037~150,10002~1,,1
6024,珍宝交易,珍宝商店交易160次,6,24,1037~160,10002~1,,1
6025,珍宝交易,珍宝商店交易170次,6,25,1037~170,10002~1,,1
6026,珍宝交易,珍宝商店交易180次,6,26,1037~180,10002~1,,1
6027,珍宝交易,珍宝商店交易190次,6,27,1037~190,10002~1,,1
6028,珍宝交易,珍宝商店交易200次,6,28,1037~200,10002~1,,1
6029,珍宝交易,珍宝商店交易210次,6,29,1037~210,10002~1,,1
6030,珍宝交易,珍宝商店交易220次,6,30,1037~220,10002~1,,1
6031,珍宝交易,珍宝商店交易230次,6,31,1037~230,10002~1,,1
6032,珍宝交易,珍宝商店交易240次,6,32,1037~240,10002~1,,1
6033,珍宝交易,珍宝商店交易250次,6,33,1037~250,10002~1,,1
6034,珍宝交易,珍宝商店交易260次,6,34,1037~260,10002~1,,1
6035,珍宝交易,珍宝商店交易270次,6,35,1037~270,10002~1,,1
6036,珍宝交易,珍宝商店交易280次,6,36,1037~280,10002~1,,1
6037,珍宝交易,珍宝商店交易290次,6,37,1037~290,10002~1,,1
6038,珍宝交易,珍宝商店交易300次,6,38,1037~300,10002~1,,1
10001,,在裂隙中收获晶矿1次,10,1,2140~1,10002~1,,1
10002,,在裂隙中收获晶矿2次,10,2,2140~2,10002~1,,1
10003,,在裂隙中收获晶矿3次,10,3,2140~3,10002~1,,1
10004,,在裂隙中收获晶矿5次,10,4,2140~5,10002~1,,1
10005,,在裂隙中收获晶矿10次,10,5,2140~10,10002~1,,1
10006,,在裂隙中收获晶矿15次,10,6,2140~15,10002~1,,1
10007,,在裂隙中收获晶矿20次,10,7,2140~20,10002~1,,1
10008,,在裂隙中收获晶矿25次,10,8,2140~25,10002~1,,1
10009,,在裂隙中收获晶矿30次,10,9,2140~30,10002~1,,1
10010,,在裂隙中收获晶矿35次,10,10,2140~35,10002~1,,1
10011,,在裂隙中收获晶矿40次,10,11,2140~40,10002~1,,1
10012,,在裂隙中收获晶矿45次,10,12,2140~45,10002~1,,1
10013,,在裂隙中收获晶矿50次,10,13,2140~50,10002~1,,1
10014,,在裂隙中收获晶矿55次,10,14,2140~55,10002~1,,1
10015,,在裂隙中收获晶矿60次,10,15,2140~60,10002~1,,1
10016,,在裂隙中收获晶矿65次,10,16,2140~65,10002~1,,1
10017,,在裂隙中收获晶矿70次,10,17,2140~70,10002~1,,1
10018,,在裂隙中收获晶矿75次,10,18,2140~75,10002~1,,1
10019,,在裂隙中收获晶矿80次,10,19,2140~80,10002~1,,1
10020,,在裂隙中收获晶矿85次,10,20,2140~85,10002~1,,1
10021,,在裂隙中收获晶矿90次,10,21,2140~90,10002~1,,1
10022,,在裂隙中收获晶矿95次,10,22,2140~95,10002~1,,1
10023,,在裂隙中收获晶矿100次,10,23,2140~100,10002~1,,1
10024,,在裂隙中收获晶矿105次,10,24,2140~105,10002~1,,1
10025,,在裂隙中收获晶矿110次,10,25,2140~110,10002~1,,1
10026,,在裂隙中收获晶矿115次,10,26,2140~115,10002~1,,1
10027,,在裂隙中收获晶矿120次,10,27,2140~120,10002~1,,1
10028,,在裂隙中收获晶矿125次,10,28,2140~125,10002~1,,1
10029,,在裂隙中收获晶矿130次,10,29,2140~130,10002~1,,1
10030,,在裂隙中收获晶矿135次,10,30,2140~135,10002~1,,1
10031,,在裂隙中收获晶矿140次,10,31,2140~140,10002~1,,1
10032,,在裂隙中收获晶矿145次,10,32,2140~145,10002~1,,1
10033,,在裂隙中收获晶矿150次,10,33,2140~150,10002~1,,1
10034,,在裂隙中收获晶矿155次,10,34,2140~155,10002~1,,1
10035,,在裂隙中收获晶矿160次,10,35,2140~160,10002~1,,1
10036,,在裂隙中收获晶矿165次,10,36,2140~165,10002~1,,1
10037,,在裂隙中收获晶矿170次,10,37,2140~170,10002~1,,1
10038,,在裂隙中收获晶矿175次,10,38,2140~175,10002~1,,1
10039,,在裂隙中收获晶矿180次,10,39,2140~180,10002~1,,1
10040,,在裂隙中收获晶矿185次,10,40,2140~185,10002~1,,1
10041,,在裂隙中收获晶矿190次,10,41,2140~190,10002~1,,1
10042,,在裂隙中收获晶矿195次,10,42,2140~195,10002~1,,1
10043,,在裂隙中收获晶矿200次,10,43,2140~200,10002~1,,1
10044,,在裂隙中收获晶矿205次,10,44,2140~205,10002~1,,1
10045,,在裂隙中收获晶矿210次,10,45,2140~210,10002~1,,1
10046,,在裂隙中收获晶矿215次,10,46,2140~215,10002~1,,1
10047,,在裂隙中收获晶矿220次,10,47,2140~220,10002~1,,1
10048,,在裂隙中收获晶矿225次,10,48,2140~225,10002~1,,1
10049,,在裂隙中收获晶矿230次,10,49,2140~230,10002~1,,1
10050,,在裂隙中收获晶矿235次,10,50,2140~235,10002~1,,1
