id,chapter,roundType,bossId,monster,show,reward,minuteCurrency
1073,54,0,,30020~195|30445~195|30022~195|30341~195|30060~195|30341~195|0~195,,10001~84825|10003~66330|23204~1,10003~1883|10001~953|10005~411
1074,54,0,,30137~195|30445~195|30236~195|30470~195|30140~195|30061~195|0~195,,10001~84875|10003~66380,10003~1885|10001~953|10005~411
1075,54,0,,30169~195|30059~195|30056~195|30062~195|30054~195|30180~195|0~195,21041~20,10001~84925|10003~66430|21041~20,10003~1886|10001~954|10005~411
1076,54,0,,30021~195|30138~195|30300~195|30142~195|30061~195|30023~195|0~195,,10001~84975|10003~66480|23304~1,10003~1888|10001~955|10005~411
1077,54,0,,30021~195|30021~195|30256~195|30025~195|30256~195|30062~195|0~195,,10001~85025|10003~66530,10003~1890|10001~955|10005~412
1078,54,0,,30341~195|30236~195|30217~195|30300~195|30021~195|30064~195|0~195,,10001~85075|10003~66580|23404~1,10003~1891|10001~956|10005~412
1079,54,0,,30341~195|30301~195|30060~195|30021~195|30220~195|30256~195|0~195,,10001~85125|10003~66630,10003~1893|10001~957|10005~412
1080,54,1,30301,30214~195|30021~195|30470~195|30141~195|30220~195|30301~197|0~195,21051~5,10001~85175|10003~66680|21051~5,10003~1895|10001~957|10005~412
1081,55,0,,30138~195|30019~195|30022~195|30260~195|30236~195|30021~195|0~195,,10001~85225|10003~66730|23104~1,10003~1896|10001~958|10005~412
1082,55,0,,30138~195|30060~195|30342~195|30324~195|30341~195|30342~195|0~195,,10001~85275|10003~66780,10003~1898|10001~958|10005~412
1083,55,0,,30236~196|30324~196|30236~196|30300~196|30342~196|30256~196|0~196,,10001~85325|10003~66830|23204~1,10003~1900|10001~959|10005~412
1084,55,0,,30236~196|30019~196|30180~196|30260~196|30300~196|30021~196|0~196,,10001~85375|10003~66880,10003~1902|10001~960|10005~412
1085,55,0,,30131~196|30060~196|30015~196|30025~196|30133~196|30219~196|0~196,21041~20,10001~85425|10003~66930|21041~20,10003~1903|10001~960|10005~412
1086,55,0,,30019~196|30019~196|30217~196|30024~196|30024~196|30256~196|0~196,,10001~85475|10003~66980|23304~1,10003~1905|10001~961|10005~412
1087,55,0,,30445~196|30059~196|30341~196|30022~196|30062~196|30300~196|0~196,,10001~85525|10003~67030,10003~1907|10001~962|10005~413
1088,55,0,,30324~196|30138~196|30180~196|30140~196|30060~196|30300~196|0~196,,10001~85575|10003~67080|23404~1,10003~1908|10001~962|10005~413
1089,55,0,,30058~196|30236~196|30024~196|30341~196|30260~196|30060~196|0~196,,10001~85625|10003~67130,10003~1910|10001~963|10005~413
1090,55,1,30178,30214~196|30208~196|30025~196|30064~196|30142~196|30178~198|0~196,21051~5,10001~85675|10003~67180|21051~5,10003~1912|10001~964|10005~413
1091,55,0,,30341~196|30060~196|30023~196|30021~196|30062~196|30142~196|0~196,,10001~85725|10003~67230|23104~1,10003~1914|10001~964|10005~413
1092,55,0,,30341~196|30235~196|30260~196|30142~196|30063~196|30256~196|0~196,,10001~85775|10003~67280,10003~1915|10001~965|10005~413
1093,55,0,,30301~196|30137~196|30180~196|30470~196|30256~196|30341~196|0~196,,10001~85825|10003~67330|23204~1,10003~1917|10001~965|10005~413
1094,55,0,,30236~197|30236~197|30064~197|30470~197|30236~197|30180~197|0~197,,10001~85875|10003~67380,10003~1919|10001~966|10005~413
1095,55,0,,30131~197|30014~197|30016~197|30062~197|30056~197|30061~197|0~197,21041~20,10001~85925|10003~67430|21041~20,10003~1920|10001~967|10005~413
1096,55,0,,30235~197|30060~197|30025~197|30470~197|30324~197|30470~197|0~197,,10001~85975|10003~67480|23304~1,10003~1922|10001~967|10005~413
1097,55,0,,30019~197|30137~197|30025~197|30022~197|30236~197|30063~197|0~197,,10001~86025|10003~67530,10003~1924|10001~968|10005~413
1098,55,0,,30236~197|30058~197|30141~197|30025~197|30023~197|30062~197|0~197,,10001~86075|10003~67580|23404~1,10003~1925|10001~969|10005~414
1099,55,0,,30138~197|30324~197|30236~197|30260~197|30300~197|30256~197|0~197,,10001~86125|10003~67630,10003~1927|10001~969|10005~414
1100,55,1,30061,30175~197|30131~197|30301~197|30321~197|30064~197|30061~199|0~197,21051~5,10001~86175|10003~67680|21051~5,10003~1929|10001~970|10005~414
1101,56,0,,30236~197|30445~197|30324~197|30062~197|30236~197|30300~197|0~197,,10001~86225|10003~67730|23104~1,10003~1931|10001~970|10005~414
1102,56,0,,30324~198|30324~198|30256~198|30141~198|30142~198|30260~198|0~198,,10001~86275|10003~67780,10003~1932|10001~971|10005~414
1103,56,0,,30019~198|30341~198|30300~198|30300~198|30256~198|30220~198|0~198,,10001~86325|10003~67830|23204~1,10003~1934|10001~972|10005~414
1104,56,0,,30060~198|30236~198|30300~198|30260~198|30021~198|30023~198|0~198,,10001~86375|10003~67880,10003~1936|10001~972|10005~414
1105,56,0,,30137~198|30060~198|30015~198|30141~198|30213~198|30023~198|0~198,21041~20,10001~86425|10003~67930|21041~20,10003~1937|10001~973|10005~414
1106,56,0,,30235~198|30445~198|30219~198|30256~198|30300~198|30024~198|0~198,,10001~86475|10003~67980|23304~1,10003~1939|10001~974|10005~414
1107,56,0,,30021~198|30235~198|30141~198|30260~198|30256~198|30141~198|0~198,,10001~86525|10003~68030,10003~1941|10001~974|10005~414
1108,56,0,,30138~198|30301~198|30022~198|30324~198|30300~198|30256~198|0~198,,10001~86575|10003~68080|23404~1,10003~1942|10001~975|10005~415
1109,56,0,,30445~198|30020~198|30260~198|30300~198|30300~198|30260~198|0~198,,10001~86625|10003~68130,10003~1944|10001~975|10005~415
1110,56,1,30448,30019~198|30059~198|30142~198|30301~198|30023~198|30448~200|0~198,21051~5,10001~86675|10003~68180|21051~5,10003~1946|10001~976|10005~415
1111,56,0,,30058~198|30020~198|30061~198|30022~198|30064~198|30141~198|0~198,,10001~86725|10003~68230|23104~1,10003~1948|10001~977|10005~415
1112,56,0,,30324~198|30021~198|30062~198|30236~198|30236~198|30060~198|0~198,,10001~86775|10003~68280,10003~1949|10001~977|10005~415
1113,56,0,,30445~198|30445~198|30300~198|30300~198|30022~198|30236~198|0~198,,10001~86825|10003~68330|23204~1,10003~1951|10001~978|10005~415
1114,56,0,,30341~198|30236~198|30022~198|30180~198|30470~198|30021~198|0~198,,10001~86875|10003~68380,10003~1953|10001~979|10005~415
1115,56,0,,30058~198|30236~198|30015~198|30220~198|30018~198|30180~198|0~198,21041~20,10001~86925|10003~68430|21041~20,10003~1954|10001~979|10005~415
1116,56,0,,30060~198|30445~198|30021~198|30141~198|30324~198|30324~198|0~198,,10001~86975|10003~68480|23304~1,10003~1956|10001~980|10005~415
1117,56,0,,30235~198|30136~198|30300~198|30219~198|30063~198|30022~198|0~198,,10001~87025|10003~68530,10003~1958|10001~980|10005~415
1118,56,0,,30341~198|30059~198|30064~198|30025~198|30256~198|30063~198|0~198,,10001~87075|10003~68580|23404~1,10003~1959|10001~981|10005~415
1119,56,0,,30324~199|30060~199|30021~199|30256~199|30256~199|30023~199|0~199,,10001~87125|10003~68630,10003~1961|10001~982|10005~416
1120,56,1,30236,30235~199|30052~199|30217~199|30470~199|30177~199|30236~201|0~199,21051~5,10001~87175|10003~68680|21051~5,10003~1963|10001~982|10005~416
1121,57,0,,30021~199|30021~199|30140~199|30260~199|30022~199|30470~199|0~199,,10001~87225|10003~68730|23104~1,10003~1965|10001~983|10005~416
1122,57,0,,30341~199|30341~199|30140~199|30260~199|30300~199|30180~199|0~199,,10001~87275|10003~68780,10003~1966|10001~984|10005~416
1123,57,0,,30445~199|30324~199|30141~199|30341~199|30141~199|30236~199|0~199,,10001~87325|10003~68830|23204~1,10003~1968|10001~984|10005~416
1124,57,0,,30019~199|30020~199|30217~199|30470~199|30220~199|30062~199|0~199,,10001~87375|10003~68880,10003~1970|10001~985|10005~416
1125,57,0,,30058~199|30060~199|30134~199|30140~199|30133~199|30219~199|0~199,21041~20,10001~87425|10003~68930|21041~20,10003~1971|10001~986|10005~416
1126,57,0,,30236~199|30341~199|30023~199|30236~199|30024~199|30024~199|0~199,,10001~87475|10003~68980|23304~1,10003~1973|10001~986|10005~416
1127,57,0,,30445~200|30324~200|30324~200|30021~200|30341~200|30141~200|0~200,,10001~87525|10003~69030,10003~1975|10001~987|10005~416
1128,57,0,,30236~200|30060~200|30342~200|30141~200|30061~200|30300~200|0~200,,10001~87575|10003~69080|23404~1,10003~1976|10001~987|10005~416
1129,57,0,,30324~200|30235~200|30256~200|30260~200|30324~200|30256~200|0~200,,10001~87625|10003~69130,10003~1978|10001~988|10005~417
1130,57,1,30142,30019~200|30059~200|30301~200|30323~200|30344~200|30142~202|0~200,21051~5,10001~87675|10003~69180|21051~5,10003~1980|10001~989|10005~417
1131,57,0,,30341~200|30236~200|30024~200|30300~200|30256~200|30142~200|0~200,,10001~87725|10003~69230|23104~1,10003~1982|10001~989|10005~417
1132,57,0,,30138~200|30301~200|30063~200|30141~200|30025~200|30300~200|0~200,,10001~87775|10003~69280,10003~1983|10001~990|10005~417
1133,57,0,,30445~200|30324~200|30470~200|30236~200|30220~200|30236~200|0~200,,10001~87825|10003~69330|23204~1,10003~1985|10001~991|10005~417
1134,57,0,,30059~200|30138~200|30341~200|30300~200|30025~200|30236~200|0~200,,10001~87875|10003~69380,10003~1987|10001~991|10005~417
1135,57,0,,30169~200|30236~200|30213~200|30025~200|30056~200|30301~200|0~200,21041~20,10001~87925|10003~69430|21041~20,10003~1988|10001~992|10005~417
1136,57,0,,30341~200|30020~200|30063~200|30256~200|30342~200|30180~200|0~200,,10001~87975|10003~69480|23304~1,10003~1990|10001~992|10005~417
1137,57,0,,30445~200|30445~200|30023~200|30256~200|30341~200|30140~200|0~200,,10001~88025|10003~69530,10003~1992|10001~993|10005~417
1138,57,0,,30236~201|30136~201|30023~201|30324~201|30324~201|30342~201|0~201,,10001~88075|10003~69580|23404~1,10003~1993|10001~994|10005~417
1139,57,0,,30324~201|30341~201|30142~201|30256~201|30023~201|30021~201|0~201,,10001~88125|10003~69630,10003~1995|10001~994|10005~417
1140,57,1,30062,30214~201|30341~201|30321~201|30141~201|30141~201|30062~203|0~201,21051~5,10001~88175|10003~69680|21051~5,10003~1997|10001~995|10005~418
1141,58,0,,30301~201|30324~201|30341~201|30341~201|30024~201|30023~201|0~201,,10001~88225|10003~69730|23104~1,10003~1999|10001~996|10005~418
1142,58,0,,30058~201|30060~201|30260~201|30220~201|30024~201|30060~201|0~201,,10001~88275|10003~69780,10003~2000|10001~996|10005~418
1143,58,0,,30059~201|30020~201|30236~201|30142~201|30062~201|30062~201|0~201,,10001~88325|10003~69830|23204~1,10003~2002|10001~997|10005~418
1144,58,0,,30341~201|30137~201|30470~201|30022~201|30025~201|30025~201|0~201,,10001~88375|10003~69880,10003~2004|10001~997|10005~418
1145,58,0,,30131~201|30209~201|30056~201|30141~201|30018~201|30220~201|0~201,21041~20,10001~88425|10003~69930|21041~20,10003~2005|10001~998|10005~418
1146,58,0,,30137~201|30058~201|30236~201|30260~201|30341~201|30063~201|0~201,,10001~88475|10003~69980|23304~1,10003~2007|10001~999|10005~418
1147,58,0,,30301~201|30021~201|30300~201|30260~201|30260~201|30063~201|0~201,,10001~88525|10003~70030,10003~2009|10001~999|10005~418
1148,58,0,,30060~201|30235~201|30341~201|30024~201|30260~201|30023~201|0~201,,10001~88575|10003~70080|23404~1,10003~2010|10001~1000|10005~418
1149,58,0,,30060~202|30138~202|30342~202|30022~202|30023~202|30021~202|0~202,,10001~88625|10003~70130,10003~2012|10001~1001|10005~418
1150,58,1,30323,30136~202|30169~202|30141~202|30142~202|30024~202|30323~204|0~202,21051~5,10001~88675|10003~70180|21051~5,10003~2014|10001~1001|10005~419
1151,58,0,,30021~202|30137~202|30260~202|30324~202|30342~202|30180~202|0~202,,10001~88725|10003~70230|23104~1,10003~2016|10001~1002|10005~419
1152,58,0,,30020~202|30341~202|30220~202|30260~202|30341~202|30470~202|0~202,,10001~88775|10003~70280,10003~2017|10001~1002|10005~419
1153,58,0,,30058~202|30324~202|30217~202|30219~202|30300~202|30260~202|0~202,,10001~88825|10003~70330|23204~1,10003~2019|10001~1003|10005~419
1154,58,0,,30137~202|30138~202|30021~202|30236~202|30341~202|30023~202|0~202,,10001~88875|10003~70380,10003~2021|10001~1004|10005~419
1155,58,0,,30235~202|30020~202|30213~202|30062~202|30016~202|30177~202|0~202,21041~20,10001~88925|10003~70430|21041~20,10003~2022|10001~1004|10005~419
1156,58,0,,30058~202|30059~202|30260~202|30061~202|30236~202|30300~202|0~202,,10001~88975|10003~70480|23304~1,10003~2024|10001~1005|10005~419
1157,58,0,,30341~203|30138~203|30256~203|30342~203|30300~203|30021~203|0~203,,10001~89025|10003~70530,10003~2026|10001~1006|10005~419
1158,58,0,,30235~203|30301~203|30341~203|30324~203|30217~203|30140~203|0~203,,10001~89075|10003~70580|23404~1,10003~2027|10001~1006|10005~419
1159,58,0,,30138~203|30138~203|30470~203|30063~203|30021~203|30300~203|0~203,,10001~89125|10003~70630,10003~2029|10001~1007|10005~419
1160,58,1,30062,30137~203|30130~203|30140~203|30321~203|30180~203|30062~205|0~203,21051~5,10001~89175|10003~70680|21051~5,10003~2031|10001~1008|10005~419
1161,59,0,,30341~203|30019~203|30063~203|30064~203|30024~203|30219~203|0~203,,10001~89225|10003~70730|23104~1,10003~2033|10001~1008|10005~420
1162,59,0,,30445~203|30301~203|30470~203|30300~203|30141~203|30300~203|0~203,,10001~89275|10003~70780,10003~2034|10001~1009|10005~420
1163,59,0,,30060~203|30058~203|30021~203|30180~203|30219~203|30470~203|0~203,,10001~89325|10003~70830|23204~1,10003~2036|10001~1009|10005~420
1164,59,0,,30445~203|30060~203|30022~203|30061~203|30324~203|30300~203|0~203,,10001~89375|10003~70880,10003~2038|10001~1010|10005~420
1165,59,0,,30130~203|30053~203|30171~203|30025~203|30056~203|30177~203|0~203,21041~20,10001~89425|10003~70930|21041~20,10003~2039|10001~1011|10005~420
1166,59,0,,30341~203|30138~203|30260~203|30341~203|30025~203|30300~203|0~203,,10001~89475|10003~70980|23304~1,10003~2041|10001~1011|10005~420
1167,59,0,,30019~203|30060~203|30324~203|30022~203|30022~203|30022~203|0~203,,10001~89525|10003~71030,10003~2043|10001~1012|10005~420
1168,59,0,,30019~203|30445~203|30022~203|30324~203|30324~203|30324~203|0~203,,10001~89575|10003~71080|23404~1,10003~2044|10001~1013|10005~420
1169,59,0,,30138~203|30138~203|30061~203|30141~203|30024~203|30142~203|0~203,,10001~89625|10003~71130,10003~2046|10001~1013|10005~420
1170,59,1,30445,30058~203|30445~203|30180~203|30140~203|30064~203|30445~205|0~203,21051~5,10001~89675|10003~71180|21051~5,10003~2048|10001~1014|10005~420
1171,59,0,,30445~203|30138~203|30236~203|30219~203|30341~203|30341~203|0~203,,10001~89725|10003~71230|23104~1,10003~2050|10001~1014|10005~421
1172,59,0,,30020~203|30021~203|30180~203|30021~203|30024~203|30022~203|0~203,,10001~89775|10003~71280,10003~2051|10001~1015|10005~421
1173,59,0,,30341~203|30235~203|30342~203|30300~203|30140~203|30062~203|0~203,,10001~89825|10003~71330|23204~1,10003~2053|10001~1016|10005~421
1174,59,0,,30341~203|30324~203|30140~203|30342~203|30236~203|30470~203|0~203,,10001~89875|10003~71380,10003~2055|10001~1016|10005~421
1175,59,0,,30208~203|30170~203|30134~203|30063~203|30015~203|30025~203|0~203,21041~20,10001~89925|10003~71430|21041~20,10003~2056|10001~1017|10005~421
1176,59,0,,30136~203|30445~203|30260~203|30236~203|30256~203|30061~203|0~203,,10001~89975|10003~71480|23304~1,10003~2058|10001~1018|10005~421
1177,59,0,,30021~203|30059~203|30064~203|30061~203|30260~203|30064~203|0~203,,10001~90025|10003~71530,10003~2060|10001~1018|10005~421
1178,59,0,,30235~203|30341~203|30260~203|30062~203|30256~203|30022~203|0~203,,10001~90075|10003~71580|23404~1,10003~2061|10001~1019|10005~421
1179,59,0,,30019~204|30020~204|30324~204|30300~204|30324~204|30220~204|0~204,,10001~90125|10003~71630,10003~2063|10001~1019|10005~421
1180,59,1,30448,30235~204|30445~204|30219~204|30321~204|30025~204|30448~206|0~204,21051~5,10001~90175|10003~71680|21051~5,10003~2065|10001~1020|10005~421
1181,60,0,,30324~204|30341~204|30064~204|30470~204|30063~204|30300~204|0~204,,10001~90225|10003~71730|23104~1,10003~2067|10001~1021|10005~421
1182,60,0,,30138~204|30060~204|30256~204|30300~204|30341~204|30060~204|0~204,,10001~90275|10003~71780,10003~2068|10001~1021|10005~422
1183,60,0,,30445~204|30235~204|30341~204|30217~204|30256~204|30256~204|0~204,,10001~90325|10003~71830|23204~1,10003~2070|10001~1022|10005~422
1184,60,0,,30136~204|30138~204|30300~204|30341~204|30342~204|30063~204|0~204,,10001~90375|10003~71880,10003~2072|10001~1023|10005~422
